0.7469689916	1.10626926
0.8090939493	1.197654279
0.8259665332	1.199505954
0.8352810656	1.232761627
0.8134731703	1.282323159
0.8239393161	1.279202551
0.8633221236	1.251794241
0.8377675399	1.218421571
0.7984464392	1.224273344
0.8165415499	1.251076355
0.8244424306	1.222981851
0.8025502248	1.23215295
0.8005285826	1.243716538
0.8230217673	1.256408356
0.8264517577	1.252968265
0.8240369048	1.238301095
0.8095987545	1.220801846
0.8159445319	1.204727996
0.7983830752	1.169656412
0.7871470394	1.169707273
0.7739610695	1.160719119
0.7642097463	1.158189204
0.7636581635	1.167666693
0.7619654862	1.180021871
0.7865426695	1.180717839
0.7870670912	1.184216119
0.7865659722	1.169018923
0.8103834766	1.161294167
0.8179413348	1.133975676
0.8156986689	1.14955115
0.8133031963	1.155589072
0.8417534696	1.185883339
0.8376523347	1.205066325
0.802956852	1.202214179
0.8105701448	1.197330811
0.8078824299	1.199608944
0.7926473655	1.20046117
0.8158639214	1.209279151
0.8079536794	1.216360584
0.8037072655	1.21305785
0.8115544961	1.19943033
0.8181532872	1.209664799
0.8007266566	1.185360648
0.7905262705	1.18629599
0.8019311921	1.199413897
0.7926702806	1.17993724
0.7811459476	1.173036058
0.7630670096	1.158244029
0.7554390454	1.139564504
0.75034925	1.147474636
0.7362472494	1.156525399
0.7333320244	1.143178497
0.7307779295	1.15068019
0.7467244554	1.152438571
0.7525093457	1.156876769
0.7599636938	1.156280329
0.7672721367	1.154374055
0.7896722163	1.180867826
0.7945088348	1.182051122
0.7905156817	1.167622041
0.7978955174	1.181925702
0.7950446061	1.18364511
0.7981643289	1.173626288
0.8046715352	1.188166469
0.8034583561	1.200936301
0.8054012909	1.195976575
0.7981496781	1.207319893
0.8217812398	1.211936674
0.8228634532	1.212478107
0.8318621369	1.206667887
0.8292470081	1.191186681
0.8209574943	1.205098791
0.8311696334	1.19461313
0.8157083131	1.197547032
0.8216073567	1.188345802
0.8182866855	1.166673999
0.8267972824	1.170715869
0.8293493072	1.168424346
0.8310152884	1.169328959
0.8268545845	1.14313953
0.823939499	1.134465718
0.8096615133	1.139083155
0.8076802273	1.137542072
0.820751956	1.139296329
0.8262975814	1.135385551
0.8210455724	1.122368318
0.8241999644	1.12300663
0.8412940389	1.134989977
0.8339704528	1.122137203
0.8328782772	1.121604096
0.8346835819	1.120359367
0.8299876986	1.123972737
0.8420088656	1.137130105
0.8341382329	1.134388195
0.8269007914	1.124004759
0.8363197997	1.125565537
0.8373153608	1.12591373
0.827474484	1.153027672
0.8305004232	1.172392016
